"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"57516099999","2020-01-01","29.719217","106.641678","416.05","JIANGBEI, CH","  51.3","24","  41.4","24","1022.8"," 8","991.5"," 8","  4.3","24","  3.6","23","  5.8","999.9","  55.9"," ","  48.2","*"," 0.00","G","999.9","000000"
"57516099999","2020-01-02","29.719217","106.641678","416.05","JIANGBEI, CH","  51.8","24","  42.8","24","1025.3"," 8","993.9"," 8","  2.7","24","  1.8","24","  3.9","999.9","  56.1"," ","  48.2","*"," 0.00","G","999.9","000000"
"57516099999","2020-01-03","29.719217","106.641678","416.05","JIANGBEI, CH","  52.9","24","  43.4","24","1025.0"," 8","993.7"," 8","  2.8","24","  2.8","24","  5.8","999.9","  58.8"," ","  46.4","*"," 0.00","G","999.9","000000"
"57516099999","2020-01-04","29.719217","106.641678","416.05","JIANGBEI, CH","  50.3","24","  45.4","24","1018.6"," 8","987.3"," 8","  1.8","24","  4.1","24"," 11.7"," 12.0","  58.8"," ","  46.4","*"," 0.04","G","999.9","110000"
"57516099999","2020-01-05","29.719217","106.641678","416.05","JIANGBEI, CH","  49.7","24","  47.9","24","1016.0"," 8","984.8"," 8","  2.3","24","  2.8","24","  5.8","999.9","  54.1"," ","  48.2","*"," 0.10","G","999.9","110000"
"57516099999","2020-01-06","29.719217","106.641678","416.05","JIANGBEI, CH","  48.5","24","  44.9","24","1017.4"," 8","986.1"," 8","  3.6","24","  4.5","24","  7.8"," 11.8","  52.7"," ","  42.8","*"," 0.06","G","999.9","010000"
"57516099999","2020-01-07","29.719217","106.641678","416.05","JIANGBEI, CH","  50.5","24","  39.3","24","1021.4"," 8","990.1"," 8","  5.5","24","  5.0","23","  9.7"," 11.7","  58.1"," ","  42.8","*"," 0.00","G","999.9","000000"
"57516099999","2020-01-08","29.719217","106.641678","416.05","JIANGBEI, CH","  47.2","24","  44.0","24","1019.2"," 8","987.8"," 8","  2.6","24","  3.3","24","  5.8","999.9","  58.1"," ","  44.4"," "," 0.12","G","999.9","110000"
"57516099999","2020-01-09","29.719217","106.641678","416.05","JIANGBEI, CH","  49.1","24","  43.8","24","1018.8"," 8","987.4"," 8","  5.9","24","  4.5","24","  7.8","999.9","  55.0"," ","  46.4","*"," 0.02","G","999.9","010000"
"57516099999","2020-01-10","29.719217","106.641678","416.05","JIANGBEI, CH","  48.4","24","  42.6","24","1021.1"," 8","989.7"," 8","  5.0","24","  3.9","24","  7.8"," 10.1","  55.0"," ","  44.6","*"," 0.00","G","999.9","000000"
