"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72505394728","2020-01-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  39.0","24","  23.9","24","1006.0","24","001.1","24"," 10.0","24","  7.9","24"," 12.0"," 21.0","  45.0"," ","  36.0"," "," 0.02","G","999.9","010000"
"72505394728","2020-01-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  39.6","24","  22.4","24","1013.2","24","008.2","23"," 10.0","24","  5.2","24","  9.9"," 17.1","  48.9"," ","  33.1"," "," 0.00","G","999.9","000000"
"72505394728","2020-01-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  46.6","24","  38.6","24","1009.7","20","004.8","22","  8.1","24","  3.7","24","  6.0"," 15.0","  48.9"," ","  33.1"," "," 0.06","G","999.9","010000"
"72505394728","2020-01-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  48.6","24","  46.2","24","1005.7","12","000.2","24","  4.9","24","  2.8","24","  6.0","999.9","  51.1"," ","  44.1"," "," 0.34","G","999.9","110000"
"72505394728","2020-01-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  40.2","23","  24.7","23","1007.9","21","002.3","23"," 10.0","23"," 10.5","21"," 18.1"," 34.0","  51.1"," ","  37.0"," "," 0.02","G","999.9","010000"
"72505394728","2020-01-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  37.3","24","  25.2","24","1014.3","21","009.4","24","  8.9","24","  5.4","23"," 11.1"," 20.0","  45.0"," ","  32.0"," "," 0.04","G","999.9","001000"
"72505394728","2020-01-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  41.2","24","  20.3","24","1016.2","24","011.3","24"," 10.0","24","  4.6","24","  8.9"," 19.0","  45.0"," ","  32.0"," "," 0.00","I","999.9","000000"
"72505394728","2020-01-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  36.0","24","  23.7","24","1013.5","22","008.4","24","  9.5","24","  7.2","23"," 15.0"," 27.0","  45.0"," ","  32.0"," "," 0.00","G","999.9","001000"
"72505394728","2020-01-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  28.2","24","   6.2","24","1035.6","24","030.4","24"," 10.0","24","  4.9","22"," 12.0"," 21.0","  42.1"," ","  23.0"," "," 0.00","G","999.9","000000"
"72505394728","2020-01-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","  41.4","24","  29.3","24","1035.4","20","030.2","24"," 10.0","24","  5.2","23","  8.9"," 15.9","  55.0"," ","  23.0"," "," 0.00","G","999.9","000000"
