"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00063207","2018-10-18","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7","   22",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-19","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","    6",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-20","41.35024","-72.0377","12.2","GROTON, CT US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   78",",,7",,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-21","41.35024","-72.0377","12.2","GROTON, CT US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   33",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-22","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","    0",",,7",,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-23","41.35024","-72.0377","12.2","GROTON, CT US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   50",",,7",,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-24","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","   50",",,7",,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-25","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   22",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-26","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7","  -11",",,7",,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-27","41.35024","-72.0377","12.2","GROTON, CT US","  216",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   50",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-28","41.35024","-72.0377","12.2","GROTON, CT US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   72",",,7",,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-29","41.35024","-72.0377","12.2","GROTON, CT US","  102",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   89",",,7",,,,,"   89",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-30","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","   22",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-10-31","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","    0",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-01","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  139",",,7",,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-02","41.35024","-72.0377","12.2","GROTON, CT US","  140",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  156",",,7",,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-03","41.35024","-72.0377","12.2","GROTON, CT US","  300",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   83",",,7",,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-04","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   28",",,7",,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-05","41.35024","-72.0377","12.2","GROTON, CT US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","   50",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-06","41.35024","-72.0377","12.2","GROTON, CT US","  157",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","  106",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-07","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","  122",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-08","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   44",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-09","41.35024","-72.0377","12.2","GROTON, CT US","  310",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","   11",",,7",,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-10","41.35024","-72.0377","12.2","GROTON, CT US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","   17",",,7",,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-11","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","   11",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-12","41.35024","-72.0377","12.2","GROTON, CT US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","  -17",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-13","41.35024","-72.0377","12.2","GROTON, CT US","  406",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","   50",",,7",,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-14","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -17",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-15","41.35024","-72.0377","12.2","GROTON, CT US","   25",",,7,0800","  127",",,7,0800","  127",",,7,0800","   17",",,7","  -39",",,7",,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-16","41.35024","-72.0377","12.2","GROTON, CT US","  218",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","   17",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-17","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","   22",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-18","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","   17",",,7",,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-19","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","   28",",,7",,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-20","41.35024","-72.0377","12.2","GROTON, CT US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","   11",",,7",,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-21","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -39",",,7",,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-22","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -39",",,7","  -94",",,7",,,,,"  -94",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-23","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   -6",",,7"," -106",",,7",,,,," -106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-24","41.35024","-72.0377","12.2","GROTON, CT US","   56",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7"," -106",",,7",,,,,"   94",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-25","41.35024","-72.0377","12.2","GROTON, CT US","  254",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","   61",",,7",,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-26","41.35024","-72.0377","12.2","GROTON, CT US","  254",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   56",",,7",,,,,"   78",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-27","41.35024","-72.0377","12.2","GROTON, CT US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","   33",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-28","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","   22",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-29","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","   17",",,7",,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-11-30","41.35024","-72.0377","12.2","GROTON, CT US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -22",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-01","41.35024","-72.0377","12.2","GROTON, CT US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -11",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-02","41.35024","-72.0377","12.2","GROTON, CT US","  221",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   39",",,7",,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-03","41.35024","-72.0377","12.2","GROTON, CT US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   78",",,7",,,,,"   78",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-04","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -33",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-05","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   22",",,7","  -56",",,7",,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-06","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -50",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-07","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   39",",,7","  -33",",,7",,,,,"  -33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-08","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   11",",,7","  -67",",,7",,,,,"  -56",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-09","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -72",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-10","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","  -50",",,7",,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-11","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","  -67",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-12","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","  -28",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-13","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   22",",,7","  -44",",,7",,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-14","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","   -6",",,7",,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-15","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","   61",",,7",,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-16","41.35024","-72.0377","12.2","GROTON, CT US","  117",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","   44",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-17","41.35024","-72.0377","12.2","GROTON, CT US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","   28",",,7",,,,,"   39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-18","41.35024","-72.0377","12.2","GROTON, CT US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","  -44",",,7",,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-19","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","  -61",",,7",,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-20","41.35024","-72.0377","12.2","GROTON, CT US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","  -33",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-21","41.35024","-72.0377","12.2","GROTON, CT US","  224",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","  106",",,7",,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-22","41.35024","-72.0377","12.2","GROTON, CT US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   33",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-23","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","    0",",,7",,,,,"   11",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-24","41.35024","-72.0377","12.2","GROTON, CT US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","   -6",",,7",,,,,"   17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-25","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","  -11",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-26","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -44",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-27","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","  -17",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-28","41.35024","-72.0377","12.2","GROTON, CT US","  295",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   33",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-29","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   22",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-30","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   22",",,7","  -22",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2018-12-31","41.35024","-72.0377","12.2","GROTON, CT US","  185",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -28",",,7",,,,,"   61",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-01","41.35024","-72.0377","12.2","GROTON, CT US","  152",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   33",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-02","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","  -11",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-03","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -11",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-04","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -17",",,7",,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-05","41.35024","-72.0377","12.2","GROTON, CT US","  470",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","   33",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-06","41.35024","-72.0377","12.2","GROTON, CT US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -17",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-07","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -11",",,7","  -61",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-08","41.35024","-72.0377","12.2","GROTON, CT US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7","  -22",",,7",,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-09","41.35024","-72.0377","12.2","GROTON, CT US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7","   11",",,7",,,,,"   11",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-10","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -28",",,7",,,,,"  -28",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-11","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -17",",,7","  -83",",,7",,,,,"  -83",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-12","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -11",",,7","  -94",",,7",,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-13","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -17",",,7","  -67",",,7",,,,,"  -33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-14","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   11",",,7","  -44",",,7",,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-15","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -72",",,7",,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-16","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","  -72",",,7",,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-17","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   11",",,7","  -50",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-18","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","  -22",",,7",,,,,"   11",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-19","41.35024","-72.0377","12.2","GROTON, CT US","    5",",,7,0800","    0","T,,7,0800","    0","T,,7,0800","   39",",,7","  -39",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-20","41.35024","-72.0377","12.2","GROTON, CT US","  439",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7"," -111",",,7",,,,," -111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-21","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800"," -111",",,7"," -172",",,7",,,,," -139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-22","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","    0",",,7"," -139",",,7",,,,,"  -72",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-23","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7","  -89",",,7",,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-24","41.35024","-72.0377","12.2","GROTON, CT US","  391",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   28",",,7",,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-25","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7","  -17",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-26","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","    6",",,7","  -67",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-27","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -50",",,7",,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-28","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -44",",,7",,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-29","41.35024","-72.0377","12.2","GROTON, CT US","   36",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -61",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-30","41.35024","-72.0377","12.2","GROTON, CT US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","   44",",,7"," -139",",,7",,,,," -139",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-01-31","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -78",",,7"," -161",",,7",,,,," -111",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-01","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -56",",,7"," -128",",,7",,,,," -106",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-02","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","    6",",,7"," -128",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-03","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","    0",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-04","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -22",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-05","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   -6",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-06","41.35024","-72.0377","12.2","GROTON, CT US","   43",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -17",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-07","41.35024","-72.0377","12.2","GROTON, CT US","   79",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","   22",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-08","41.35024","-72.0377","12.2","GROTON, CT US","   64",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","    6",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-09","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","    6",",,7","  -44",",,7",,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-10","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   11",",,7","  -50",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,,,
"USC00063207","2019-02-11","41.35024","-72.0377","12.2","GROTON, CT US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   39",",,7","  -17",",,7",,,,,"   -6",",,7,0800",,,,,,,,,,,,,,,,,,
